text,intent,tag
Shop cho mình xin giá ghế ô tô này ạ,request#price,O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O
Shop còn ghe o to của Nhật ko,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type O B-inform#origin O
Với lại mịh muốn tìn ghế ô tô kiêm nôi xách cho bé,inform,O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O
"Báo giá cho mình ghế rung này, của hãng nào ạ b",request#price,O O O O B-inform#object_type I-inform#object_type O O O O O O
"Bên mình có bán mẫu ghế rung này ko ạ, cho mình xin giá với ạ",request#price,O O O O O B-inform#object_type I-inform#object_type O O O O O O O O O
Cộng 1 ghế rung mastela swing nâu,inform,O O B-inform#object_type I-inform#object_type B-inform#brand I-inform#brand B-inform#color
Đây là ghế rung hay ghế đưa,ask_confirm,O O B-ask_confirm#object_type I-ask_confirm#object_type O O O
ghế rung này bên mình bnh b,request#price,B-inform#object_type I-inform#object_type O O O O O
Ghế rung này bn zậy shop,request#price,B-inform#object_type I-inform#object_type O O O O
Ghế rung này có nhg màu nào hả b?,request#color,B-inform#object_type I-inform#object_type O O O O O O O
Ghế rung này còn k ạ,inform,B-inform#object_type I-inform#object_type O O O O
Ghế rung này còn ko shop,inform,B-inform#object_type I-inform#object_type O O O O
Ghế rung ngả toàn thân đang giảm 50 hả shop.,ask_confirm,B-inform#object_type I-inform#object_type O O O O B-ask_confirm#promotion I-ask_confirm#promotion O O
Loại ghế rung này bao tiền vậy shop,request#price,O B-inform#object_type I-inform#object_type O O O O O
Mình có mẫu ghế rung fisher price nào nhập mỹ ko ạ,inform,O O O B-inform#object_type I-inform#object_type B-inform#brand I-inform#brand O O B-inform#origin O O
M muốn mua mẫu ghế rung này,inform,O O O O B-inform#object_type I-inform#object_type O
Mua dot nay ghe rung bot 200k moi san pham ha,ask_confirm,O O O B-inform#object_type I-inform#object_type B-ask_confirm#promotion I-ask_confirm#promotion O O O O
Mua đợt này ghế rung bớt 200k mỗi sản phẩm hả,ask_confirm,O O O B-inform#object_type I-inform#object_type B-ask_confirm#promotion I-ask_confirm#promotion O O O O
Shop có ghế rung đó ko a,inform,O O B-inform#object_type I-inform#object_type O O O
Shop còn ghế rung loại này ko?,inform,O O B-inform#object_type I-inform#object_type O O O
Shop còn ghế rung này k ạ?,inform,O O B-inform#object_type I-inform#object_type O O O
Shop còn ghế rung này ko,inform,O O B-inform#object_type I-inform#object_type O O
shop mình có bán ghế rung đó k ạ?,inform,O O O O B-inform#object_type I-inform#object_type O O O
Vậy shop còn ghế rung nay ko ạ,inform,O O O B-inform#object_type I-inform#object_type O O O
Với ghế rung kia,inform,O B-inform#object_type I-inform#object_type O
Có khay ăn dặm như thế này luôn ko nhỉ,inform,O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O
Khay an dam silicon shop còn hok?,inform,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#material O O O
Bạn cho mình hỏi bên bạn có khay ăn dặm silicon hok bạn,inform,O O O O O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#material O O
với cả là khay ăn của dòng này đều 2 lớp và là nhựa k có BPA đúng k ạ?,ask_confirm,O O O B-inform#object_type I-inform#object_type O O O O O O O O B-ask_confirm#material O O O O O O
Khay ăn dặm bao nhiu tiền shop,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O O
Cái khay ăn cho bé bnhju ạ,request#price,O B-inform#object_type I-inform#object_type O O O O
Khay ăn màu j thế ạ,request#color,B-inform#object_type I-inform#object_type O O O O
Khay ăn rộng rã chứ chị,request#size,B-inform#object_type I-inform#object_type O O O O
Khay ăn là nhựa hả bạn?,ask_confirm,B-inform#object_type I-inform#object_type O B-ask_confirm#material O O
shop ơi có bán khay ăn dặm silicon cho bé ko?,inform,O O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#material O O O
shop cho hỏi bên bạn có bán khay ăn dặm silicon cho bé ko?,inform,O O O O O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#material O O O
Shop còn khay ăn dặm silicon này ko ạ,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#material O O O
B có khay ăn dặm silicon ko,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#material O
Khay ăn dặm silicone là của nước nào sx vậy shop,request#origin,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#material O O O O O O O
Cho t xin giá máy tạo ẩm ạ,request#price,O O O O B-inform#object_type I-inform#object_type I-inform#object_type O
Mình hỏi mấy tạo ẩm bao nhiêu tiền,request#price,O O B-inform#object_type I-inform#object_type I-inform#object_type O O O
Máy tạo ẩm giá bn?,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O
shop ơi máy tạo ẩm babymoov giá như nào ạ?,request#price,O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O O O
Máy tạo ẩm babymoov giá bn vậy ạ,request#price,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O O O
Máy tạo ẩm baby mov bn vậy,request#price,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand I-inform#brand O O
Báo giá máy tạo ẩm cho mình nhé,request#price,O O B-inform#object_type I-inform#object_type I-inform#object_type O O O
Máy tạo ẩm bn vậy shop,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O
Máy tạo ẩm babymoov bao nhiêu shop ơi,request#price,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O O O
Bạn ơi cho mình hỏi máy tạo ẩm này có còn không?,inform,O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O
Máy tạo ẩm giá thế nào ạ?,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O O
cho hỏi máy tạo ẩm này giá bao nhiêu vậy,request#price,O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O
Máy tạo ẩm babymoov giá bao nhiêu b ơi,request#price,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O O O O
em ơi babymoov tạo ẩm giá tnao nhỉ,request#price,O O B-inform#brand B-inform#object_type I-inform#object_type O O O
hi shop có máy tạo ẩm này ko ạ,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O
BẠN ƠI MÁY TẠO ẨM BNH ĐẤY Ạ,request#price,O O B-inform#object_type I-inform#object_type I-inform#object_type O O O
Cho mình xin giá máy tạo ẩm babymoov với shop,request#price,O O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O
Cho mình hỏi máy tạo ẩm baby moov bao nhiêu vậy shop,request#price,O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand I-inform#brand O O O O
Máy tạo am babymoodf bnhieu b,request#price,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O
Máy tạo ẩm có lại rồi hả ad giá bao nhiêu vậy?,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O O O O
máy tạo ẩm khuyếch tán tinh dầu BabyMoov giá bn ạ?,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O O B-inform#brand O O O
Shop cho e hỏi giá máy tạo ẩm babymoov vs nhé,request#price,O O O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O
Máy tạo ẩm khuếch tán tinh dầu thig bnhieu vậy chị,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O O O
Shop ơi báo giá cho mình máy tạo ẩm Babymoov với ạ!,request#price,O O O O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O
Bn 1 cai may tao am vay shop,request#price,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O
Máy tạo ẩm banymoov bao nhiêu vậy ạ?,request#price,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O O O
Thế máy tạo ẩm giá bn b,request#price,O B-inform#object_type I-inform#object_type I-inform#object_type O O O
em ui máy tạo ẩm của babymoov giá bao nhiêu thế em,request#price,O O B-inform#object_type I-inform#object_type I-inform#object_type O B-inform#brand O O O O O
E ơi cho c giá mấy loại náy tạo ẩm fun sương e có,request#price,O O O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O
May tao am bao nhieu ban oi,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O O
máy tạo ẩm bên b giá bnh,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O O
cho mình hỏi thêm Máy tạo ẩm & khuyếch tán tinh dầu BabyMoov Pháp giá luôn nhe shop ơi,request#price,O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O B-inform#brand B-inform#origin O O O O O
Cái cuối cùng là máy tạo ẩm đúng k b,ask_confirm,O O O O B-ask_confirm#object_type I-ask_confirm#object_type I-ask_confirm#object_type O O O
Máy tạo ẩm babymoov giá bn b ui,request#price,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O O O
Máy tạo ẩm bn v b,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O
Máy tạo ẩm babymoov bnh ạ?,request#price,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O
Cho mình xin giá máy tạo ẩm baby moov nhé,request#price,O O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand I-inform#brand O
Máy tạo ẩm babymoov bn shop ơi?,request#price,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O O
Máy tạo ẩm babymoov bn vậy,request#price,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O
Shop inbox mình giá máy tạo ẩm nhé,request#price,O O O O B-inform#object_type I-inform#object_type I-inform#object_type O
Máy tạo ẩm giá bn vậy c? E cảm ơn,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O O
Máy tạo ẩm bên mình có bảo hành k bạn,request#guarantee,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O O
Máy tạo ẩm giá bn vậy shop,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O O
Máy tạo ẩm babymoov giá bn vậy b?,request#price,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O O O
Cho m xin giá máy tạo ẩm,request#price,O O O O B-inform#object_type I-inform#object_type I-inform#object_type
Báo giá mình máy tạo ẩm Babymoov nhé,request#price,O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O
Bạn còn máy tạo ẩm trên ko?,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type O O
Máy tạo ẩm babymoov bn ạ,request#price,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O
Máy tạo ẩm giá nhiêu Shop,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O
Máy tạo ẩm này vẫn bảo hành đúng ko b,request#guarantee,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O O
Giá sale máy tạo ẩm này là bn thế e?,request#promotion,O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O
Cho m hỏi giá máy tạo ẩm,request#price,O O O O B-inform#object_type I-inform#object_type I-inform#object_type
May babymoov tạo ẩm bao nh ai,request#price,O B-inform#brand B-inform#object_type I-inform#object_type O O O
Máy tạo ẩm babymov giá h còn bn b?,request#price,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O O O O
Máy tạo ẩm babymood bn shop ui,request#price,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O O
Shop cho mình xin giá máy tạo ẩm baby moov. Thank shop,request#price,O O O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand I-inform#brand O O
Shop ơi máy tạo ẩm baby mov bn tiền ah?,request#price,O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand I-inform#brand O O O
chị ơi máy tạo ẩm babymoov giá bao nhiêu ạ,request#price,O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O O O
Máy tạo ẩm babymoov gia bn ạ????,request#price,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O O
Cho mình xin giá máy tạo ẩm,request#price,O O O O B-inform#object_type I-inform#object_type I-inform#object_type
Máy tạo ẩm babymoov shop đang bán giá km đúng ko?,request#promotion,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O O O O O O
Cho mình giá mayd tạo ẩm,request#price,O O O B-inform#object_type I-inform#object_type I-inform#object_type
Còn máy tạo ẩm babyMoov bn vậy shop,request#price,O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O O
máy tạo ẩm giá bao nhiêu vây em,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O
cho mình xin giá máy khuếch tán và tạo ẩm baby mod nhé!,request#price,O O O O O O O O B-inform#object_type I-inform#object_type B-inform#brand I-inform#brand O
Shop oi cái máy tạo ẩm này giá bao nhiêu vậy shop ?,request#price,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O O
